id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
Infraspinatus/STShoulderExternalRotation,Suspended Shoulder External Rotation,Pull,Infraspinatus,"Teres Minor;Deltoid, Posterior;Trapezius, Middle;Trapezius, Lower;Rhomboids",Erector Spinae;Gluteus Maximus;Hamstrings;Latissimus Dorsi;Teres Major;Rhomboids;Wrist Extensors,,Rectus Abdominis;Obliques,"Preparation

Grasp suspension handles and position bent elbows to each sides of waist.

Step back until suspension straps are taut. While keeping bent elbows to side, step forward slightly so body reclines back behind suspension handles.

Execution

Pull handles apart from each side, while keeping fixed elbow position and body and legs straight throughout movement. Raise forward so handles are to each side of body. Return back until handles come back together in front of body. Repeat.

Comments

A very upright position (ie: very light resistance) with one foot positioned back slightly (see 'Easier') is typically required for proper execution. Take care to maintain tension on suspension trainer near top of movement. Dismounting can be achieved by walking backward until body is upright or stepping out at top of movement. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings.

This movement may involve more shoulder girdle retraction compared to traditional rotator cuff exercises such as Cable Shoulder External Rotation, where movement is purely shoulder external rotation. However, this movement can be performed more 'strict' if desired to minimize shoulder girdle movement. Similarly, traditional shoulder external rotator work calls for strict 90º elbow positioning. In this exercise utilizing bodyweight, elbow angle could be decreased in order to offer appropriate (lighter) starting resistance. In any case, attempt to keep elbow angle fixed throughout movement.
"
DeltoidLateral/CBSeatedYRaise,Cable Seated Y Raise,Pull,"Deltoid, Lateral","Supraspinatus;Teres Minor;Infraspinatus;Trapezius, Lower;Trapezius, Middle;Serratus Anterior, Inferior Digitations;Deltoid, Anterior;Deltoid, Posterior","Trapezius, Upper;Levator Scapulae;Wrist Extensors;Hamstrings;Gluteus Maximus;Adductor Magnus",,,"Preparation

On dual pulley seated row machine, sit slightly forward on seat or bench in order to grasp both cable attachments. Place feet on vertical platform. Position torso upright and slide hips back so knees are slightly bent.

Execution

Raise arms upward and outward to sides in Y configuration while allowing elbows to partially bend. Pull back until elbows are approximately lateral to each ear. Lower stirrups forward and downward until arms are extended straight in front of body. Repeat.
"
LatissimusDorsi/CBUnderhandChinup,Cable Chin-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor.

Execution

Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
DeltoidLateral/LVBBUprightRow,Lever Barbell Upright Row (plate loaded),Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Brachialis;Brachioradialis;Biceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations;Infraspinatus;Teres Minor","Trapezius, Upper;Levator Scapulae",,,"Preparation

Stand behind bar mid-thigh height, facing away from from fulcrum. Grasp bar with shoulder width or slightly narrower overhand grip. Disengage bar by rotating bar back and stand upright.

Execution

Pull bar to neck with elbows leading. Allow wrists to flex as bar rises. Lower and repeat.
"
BackGeneral/LVAlternatingSeatedHighRow,Lever Alternating Seated High Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with overhand grip.

Execution

Pull one lever handle back until elbow is behind back and shoulder is pulled back. Return until arm is extended and shoulder is stretched forward. Repeat with opposite arm, alternating between sides.
"
LatissimusDorsi/LVCloseGripPulldown2,Lever Close Grip Pulldown,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp parallel lever bars. Sit with thighs under supports.

Execution

Pull down handles to sides of chest while leaning back slightly. Return until arms and shoulders are fully extended. Repeat.
"
Triceps/BWCloseGripPushup,Close Grip Push-up,Push,Triceps Brachii,"Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Deltoid, Anterior",Rectus Abdominis;Obliques;Quadriceps,"Biceps Brachii, Short Head",,"Preparation

Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.

Execution

Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.

Comments

Both upper and lower body must be kept straight throughout movement. See wider grip push-up.
"
BackGeneral/BBBentOverRow,Barbell Bent-over Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Bend knees slightly and bend over bar with back straight. Grasp bar with wide overhand grip.

Execution

Pull bar to upper waist. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Torso may be kept horizontal for strict execution. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility). If low back becomes rounded due to tight hamstrings, either try bending knees more or don't position torso as low. Either fix may compromise involvement of Latissimus Dorsi since it forces more shoulder transverse extension and less shoulder extension range of motion. If low back is rounded due to poor form, deadlift weight to standing position and lower torso into horizontal position with knees bent and back straight.
"
DeltoidLateral/STYShoulderRaise,Suspended Y Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Lower;Trapezius, Middle;Serratus Anterior, Inferior Digitations;Teres Minor;Infraspinatus","Erector Spinae;Gluteus Maximus;Hamstrings;Trapezius, Upper;Levator Scapulae;Wrist Extensors",,Rectus Abdominis;Obliques,"Preparation

Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight and palms angled inward.

Execution

Raise arms upward and outward in shape of a Y while keeping arms straight. Return and lower body back in opposite motion until arms are extended straight forward in original position. Repeat.

Comments

At higher angles, feet can be placed flat on floor. When angled further back, only heels may contact forefeet floor with forefeet raising upward. Dismounting can be achieved by walking backward until body is upright. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings.
"
WristExtensors/BBReverseWristCurl,Barbell Reverse Wrist Curl,Pull,Wrist Extensors,,No significant stabilizers,,,"Preparation

Sit and grasp bar with narrow to shoulder width overhand grip. Rest forearms on thighs with wrists just beyond knees.

Execution

Raise barbell by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.
"
WristExtensors/CBOneArmReverseWristCurl,Cable One Arm Reverse Wrist Curl,Pull,Wrist Extensors,,No significant stabilizers,,,"Preparation

Sit and grasp cable stirrup. Rest forearm on thigh with palm facing down and with wrist just beyond knee.

Execution

Raise stirrup by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.
"
DeltoidLateral/CBOneArmLateralRaise,Cable One Arm Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Grasp stirrup cable attachment. Stand facing with side of resting arm toward low pulley. Grasp ballet bar if available.

Execution

With elbow slightly bent, raise arm to side away from low pulley until elbow is shoulder height. Lower and repeat.
"
BackGeneral/LVCloseGripTBarRowLM,Lever Close Grip T-bar Row (plate loaded),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Bend knees slightly and bend over lever handles with back straight. Grasp parallel lever handles.

Execution

Pull handles up to waist. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Closer grip increases lat involvement by emphasizing shoulder extension over transverse extension. Position torso as low as possible allowing for full arm extension. Keep low back straight. Lighten load if torso raises beyond 45 degrees in order to complete repetition. See Gravity Vectors to understand how load would be decreased by positioning torso too high. Also see Lever T-Bar Row.
"
BackGeneral/DBLyingRow,Dumbbell Lying Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Lie chest down on elevated bench. Grasp dumbbells below.

Execution

Pull dumbbells to sides until upper arm is just beyond horizontal or height of back. Return until arms are extended and shoulders are stretched downward. Repeat.
"
DeltoidAnterior/CBStandingShoulderPress,Cable Standing Shoulder Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head",,"Preparation

Stand between two low to medium height pulleys. Grasp cable stirrups from each side. Position stirrups to each side of shoulders with elbows down to sides and stirrups above or slightly narrower than elbows.

Execution

Push stirrups upward until arms are extended overhead. Return stirrups to sides of shoulders and repeat.
"
TrapeziusUpper/CBShrugDualPulley,Cable Shrug (dual pulley),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand between two low pulleys and grasp stirrups to each side. Stand upright with arms straight down to each side.

Execution

With arms straight, elevate shoulders as high as possible. Lower and repeat.
"
DeltoidAnterior/LVReclinedShoulderPress,Lever Reclined Shoulder Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Lie on back pad facing up. Grasp lever handles to each side with overhand grip.

Execution

Press lever until arms are extended. Lower and repeat.
"
Triceps/LVSeatedCloseGripPress,Lever Seated Close Grip Press,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular",,Biceps Brachii,,"Preparation

Sit on seat with chest at height of handles. Grasp handles with shoulder width or slightly narrower overhand grip, just against sides of chest; elbows somewhat down to sides.

Execution

Press lever until arms are extended. Return weight until forearm is against upper arm. Repeat.
"
LatissimusDorsi/LVFrontPulldown,Lever Front Pulldown,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Grasp lever handles. Sit with thighs under supports.

Execution

Pull down lever to upper chest. Return until arms and shoulders are fully extended. Repeat.
"
DeltoidLateral/DBSeatedLateralRaise,Dumbbell Seated Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Sit on end of bench with dumbbell in each hand and legs together. Position dumbbells with palms facing inward and arms hanging down slightly bent.

Execution

Raise upper arms to sides until slightly bent elbows are shoulder height while maintaining elbows' height above or equal to wrists. Lower and repeat.
"
WristFlexors/SLGrip,Sled One Hand Grip,Pull,Wrist Flexors,,No significant stabilizers,,,"Preparation

Stand in front of apparatus. Grasp bar grips with one hand; fingers around far bar and base of thumb around near stationary bar.

Execution

Squeeze bar grips together until far bar makes contact with nearest bar. Release to original position and repeat.
"
TrapeziusUpper/CBOneArmShrug,Cable One Arm Shrug,Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Obliques;Quadratus lumborum;Erector Spinae,,,"Preparation

Grasp stirrup with one hand and stand close to low pulley to side.

Execution

With arms straight, elevate shoulder as high as possible. Lower and repeat.
"
DeltoidPosterior/DBRearLateralRaise,Dumbbell Rear Lateral Raise,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii;Wrist Extensors;Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,,,"Preparation

Grasp dumbbells to each side. Bend knees and bend over through hips with back flat, close to horizontal. Position elbows with slight bend and palms facing together.

Execution

Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising ""pinkie finger"" side up. Lower and repeat.

Comments

Dumbbells are raised by shoulder transverse abduction, not external rotation, nor extension. Upper arm should travel in perpendicular path to torso to minimize relatively powerful latissimus dorsi involvement. In other words, at top of movement, elbows (not necessarily dumbbells) should be directly lateral to shoulders since elbows are slightly bent forward.
"
DeltoidPosterior/CBRearLateralRaise,Cable Rear Lateral Raise,Pull,"Deltoid, Posterior","Deltoid, Lateral;Infraspinatus;Teres Minor;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii;Wrist Extensors;Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,,,"Preparation

Stand with cable columns to each side. Grasp left stirrup with right hand and right stirrup with left hand. Bend knees and bend over at hips, so torso is approximately horizontal with back straight. Point elbows outward with arms slightly bent.

Execution

Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and slight bend in elbows as arms are raised to sides. Lower and repeat.
"
Triceps/CBStandingTricepsExtensionRope,Cable Triceps Extension (with rope),Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis
Major, Clavicular;Wrist Flexors",,,"Preparation

From low pulley cable, grasp ends of rope attachment just under enlarged ends. Raise one arm over head while turning body away from pulley. Face away from pulley with feet staggered. Position ends of ropes behind head or neck and elbows upward over head.

Execution

Raise ends of rope overhead by extending forearms until arms are straight. Lower rope attachment until forearms are against upper arms. Repeat.
"
DeltoidAnterior/CBShoulderPress,Cable Shoulder Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head",,"Preparation

Sit on seat and grasp stirrups from low to medium low position from each side. Position stirrups to each side of shoulders with elbows down to sides and stirrups above or slightly narrower than elbows.

Execution

Push stirrups upward until arms are extended overhead. Return stirrups to sides of shoulders and repeat.
"
Brachialis/CBPreacherCurl,Cable Preacher Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,,"Preparation

Sit on preacher bench placing back of arms on pad. Grasp cable bar with shoulder width underhand grip.

Execution

Raise cable bar toward shoulders. Lower cable bar until arms are fully extended. Repeat.
"
DeltoidAnterior/SLShoulderPressParGrip,Sled Shoulder Press (parallel grip),Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Triceps Brachii;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Sit on seat and grasp parallel bar grips to front of shoulders on each side.

Execution

Press handles upward until arms are extended overhead. Lower and repeat.
"
DeltoidPosterior/LVRearLateralRaise,Lever Seated Reverse Fly (parallel grip),Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii;Wrist Extensors,,,"Preparation

Sit on machine with chest against pad. Grasp parallel handles with thumbs up at shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are also at height of shoulders.

Execution

Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.
"
LatissimusDorsi/BBBentArmPullover,Barbell Bent Arm Pullover,Pull,Latissimus Dorsi,"Pectoralis Major, Sternal;Triceps, Long Head;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Pectoralis Minor","Triceps Brachii;Deltoid, Anterior;Pectoralis Major, Clavicular;Wrist Flexors",,,"Preparation

Lie upper back perpendicular on bench. Flex hips slightly. Grasp barbell from behind and position over chest with elbows bent approximately 90°.

Execution

With elbow bent, lower bar over and just behind head until upper arm is approximately parallel to torso. Return and repeat.
"
DeltoidPosterior/CBSeatedRearDeltPull,Cable Seated Reverse Fly,Pull,"Deltoid, Posterior","Deltoid, Lateral;Infraspinatus;Teres Minor;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii;Wrist Extensors;Erector Spinae,,,"Preparation

Sit on seat facing twin pulley cables positioned approximately shoulder height. Grasp stirrup cable attachment in each hand. Straighten lower back upright so cable is taut. Point elbows outward with arms slightly bent.

Execution

Keeping elbows pointed high, pull stirrups out to sides, maintaining slightly bent elbow position throughout exercise. Return to original position and repeat.
"
WristExtensors/LVReverseWristCurlPL,Lever Reverse Wrist Curl (plate loaded),Pull,Wrist Extensors,,No significant stabilizers,,,"Preparation

Grasp bar with overhand grip. Place forearm on padded platform.

Execution

Raise bar until wrist is fully hyperextended and return until wrist is fully flexed. Repeat.
"
BackGeneral/CBOneArmTwistingRow,Cable Twisting Seated Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal;Erector Spinae;Obliques;Quadratus Lumborum;Psoas Major;Iliocastalis Lumborum;Iliocastalis Thoracis",Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit slightly forward on platform or secured bench close to cable attachment. Bend forward and grasp cable stirrup with one hand. Slide hips back by positioning knees with slight bend. Allow shoulder with stirrup to be pulled forward with forward bend and twist through waist.

Execution

Pull cable attachment to side, extending and twisting through waist. Pull shoulders back and sit upright while pushing chest forward during contraction. Return until arm is extended and shoulder is stretched forward. Repeat and perform exercise with opposite arm.

Comments

Also see Cable One Arm Seated Row.
"
DeltoidAnterior/BBFrontRaise,Barbell Front Raise,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Grasp barbell with overhand grip with elbows straight or slightly bent.

Execution

Raise barbell forward and upward until upper arms are above horizontal. Lower and repeat.
"
BackGeneral/LVStraightBackSeatedRowNoPad,Lever Straight Back Seated Row (no chest pad),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Sit on seat with feet positioned on foot bar or platform. Grasp handles with each hand. Position torso upright with knees bent slightly.

Execution

Pull handles to body. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.

Comments

Exercise is performed on apparatus with no chest pad, in contrast to standard lever seated row machine. This exercise is more similar to Cable Straight Back Seated Row. Exercise may also be performed with greater low back involvement; see Lever Seated Row (no chest pad).
"
DeltoidAnterior/DBArnoldPress,Dumbbell Arnold Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head",,"Preparation

Stand with two dumbbells position in front of shoulders, palms facing body and elbows under wrists.

Execution

Initiate movement by bringing elbows out to sides. Continue to raise elbows outward while pressing dumbbells overhead until arms are straight. Lower to front of shoulders in opposite pattern and repeat.
"
WristFlexors/CBOneArmWristCurl,Cable One Arm Wrist Curl,Pull,Wrist Flexors,,No significant stabilizers,,,"Preparation

Sit and grasp cable stirrup. Rest forearm on thigh with palm up and wrist just beyond knees.

Execution

Allow cable bar to roll out of palms down to fingers. Raise cable bar back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
"
BackGeneral/LVSeatedHighRowC,Lever Seated High Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with overhand grip.

Execution

Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.
"
BackGeneral/CBOneArmStandingLowRow,Cable Standing Low Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Triceps; Supporting Arm,"Biceps Brachii;Triceps, Long Head",,"Preparation

Stand to side of low pulley. Place hand on support bar with arm straight. Place foot nearest supporting arm forward with knee slightly bent and opposite foot back. Grasp cable stirrup with one hand, allowing shoulder to be pulled forward under weight on cable.

Execution

Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.
"
DeltoidAnterior/DBAlternatingFrontRaise,Dumbbell Alternating Front Raise,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Grasp dumbbells in both hands. Position dumbbells in front of upper legs with elbows straight or slightly bent.

Execution

Raise one dumbbell forward and upward with palms positioned downward until upper arm is above horizontal. Lower and repeat with opposite arm, alternating between arms.
"
Brachialis/DBConcentrationCurl,Dumbbell Concentration Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,"Trapezius, Upper;Trapezius, Middle;Levator Scapulae;Obliques;Erector Spinae;Wrist Flexors",,,"Preparation

Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.

Execution

Raise dumbbell to front of shoulder. Lower dumbbell until arm is fully extended. Repeat. Continue with opposite arm.
"
BackGeneral/LVSeatedHighRowB,Lever Seated High Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal;Erector Spinae",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position thighs under pad. Lean forward and grasp lever handles above.

Execution

Pull lever down while leaning back slightly. As elbows travel to sides, lift chest slightly and pull shoulders and elbows back. Return until arms are extended and body and shoulders are stretched forward. Repeat.
"
DeltoidPosterior/LVSeatedRearLateralRaise,Lever Seated Rear Lateral Raise (plate loaded),Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii;Wrist Extensors,,,"Preparation

Sit on seat with feet placed on platform ahead of knees. Rest torso on thighs. Reach under legs and grasp lever handles on each side.

Execution

Pull lever handles out to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Lower and repeat.
"
BackGeneral/CamberedBarLyingRow,Cambered Barbell Lying Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Lie chest down on elevated bench. Grasp cambered barbell below with overhand grip.

Execution

Pull bar to upper waist or lower chest. Return until arms are extended and shoulders are stretched downward. Repeat.
"
LatissimusDorsi/AsCloseGripChinupKneeling,Machine-assisted Parallel Close Grip Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Middle;Trapezius, Lower;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Step up and grasp parallel grips. Kneel on padded platform and lower body down with arm extended.

Execution

Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
Brachialis/CBPreacherCurlStirrups,Cable Preacher Curl (stirrups),Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,,"Preparation

Grasp cable stirrups with each hand. Sit on preacher bench placing back of arms on pad with palms up.

Execution

Raise both stirrups upward toward shoulders. Lower stirrups until arm is fully extended. Repeat.
"
Brachialis/DBPreacherCurl,Dumbbell Preacher Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,,"Preparation

Grasp dumbbell and sit on preacher bench. With arm bent and palm facing shoulder, place back of arm down on pad.

Execution

Lower dumbbell until arm is fully extended. Raise dumbbell until forearm is vertical. Repeat. Continue with opposite arm.
"
BackGeneral/LVSeatedUnderhandRow,Lever Underhand Seated Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with underhand grip.

Execution

Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.
"
Brachialis/CBConcentrationCurl,Cable Concentration Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,"Trapezius, Upper;Trapezius, Middle;Levator Scapulae;Obliques;Erector Spinae;Wrist Flexors",,,"Preparation

Facing low pulley cable, sit on seat or bench with legs apart to each side. Grasp stirrup attachment. Place upper arm against inner thigh.

Execution

Pull stirrup to front of shoulder until elbow is completely flexed. Lower stirrup until arm is fully extended. Repeat. Continue with opposite arm.
"
Brachialis/LVAlterPreacherCurlHigh,Lever Alternating Preacher Curl (arms high),Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,"Triceps Brachii, Long Head","Preparation

Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.

Execution

Pull one lever handle toward shoulder. Return handle until arm is fully extended. Repeat with opposite arm. Continue alternating movement between arms.
"
Triceps/LVInclineTricepsExtension,Lever Incline Triceps Extension,Push,Triceps Brachii,,"Pectoralis Major, Clavicular;Wrist Flexors;Extensor Carpi Ulnaris;Flexor Carpi Ulnaris",,,"Preparation

Sit on seat and lie back on back support. Push foot lever down with foot and grasp lever handles from behind. With lever handles behind head, place both feet on support or floor.

Execution

Push lever handles up over head until arms are fully extended. Return and repeat.
"
TrapeziusUpper/BWInvertedShrugPB,Inverted Shrug (on parallel bars),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",,,,"Preparation

Stand between parallel bars. Squat down and grasp parallel bars from above. Kick legs up inverting and balancing body upside down. Legs can be kept bent or straight, positioned vertically.

Execution

Raise body up a high as possible by pulling shoulders toward ears. Lower body to original position and repeat.

Comments

Falling from an inverted position or hitting head on structural bar when flipping body may result in very serious injury. Adequate clearance must be allowed for head to clear any obstruction during both inversion and dismount.
"
